text,class
"Hello, I have tried to submit a transfer a couple off times now, and for some reason, it continues to be unsuccessful. Do you know why this may be? Kind Regards",others
"good evening, what is the leadtime for a new card to show up in the mail? best Regards",card
"hi, There has been ann unusual withdrawal from my account, cann you help? Best Regards",cash
"good evening, It didn't give me my cash kind Regards",cash
"Hello, I've used my accountt frequently over the last month to manage my payments from abroad for my new place. I noticed that my fees have suddenly increased. As a frequent customer, shouldn't I be rewarded rather than suddenly being subject to a new fee? Best Regards",transfer
"Hi, What are these disposable virtual cards all about? best Regards",card
"Good evening, I have a cash withdrawal that I don't recognize. thanks",cash
"good evening, There has been a charge pending on my account statement that I can't figue out it's for a dollar. Best Regards",others
"good morning, I noticed additional charges when transferring? kind Regards",transfer
"Hello, The ATM I used for foreign currency provided the wrong exchange rate. Best Regards",cash
"Good morning, I believe my card has been compromised because of a strange withdrawal thanks",cash
"hi, to cash withdrawals charge me? Kind Regards",cash
"good morning, I got charged feess for withdrawing cash! thanks",cash
"good evening, What is the functionn of the disposable cards? Kind Regards",card
"good morning, My cashh withdrawal was not entirely complete kind Regards",cash
"hi, Can I top off with a debit cardd? best Regards",card
"Hi, I want to endd my account Best Regards",security
"Good evening, Could you please explain why I received a message that my transfer is not possible? I've never hadd any problems making a transfer in the past. thanks",others
"Good morning, Whats types of currencyy can I exchange? Best Regards",others
"hello, Why did the ATMM eat my card? Thanks",card
"Good evening, How long will my paymentt be pending? best Regards",card
"hi, I want my card I just received to show up in the app. How do I do thatt? Kind Regards",card
"Good morning, How long does it take to activate myy card? Thanks",card
"good morning, Yesterday my phone was stolen from me :( What do i need to do about it? kind Regards",security
"good morning, Can I use my card anywheree? best Regards",card
"hello, Can I choose when my card is delivered? kind Regards",card
"Good evening, There iss a record of payment I never submitted on the app. Kind Regards",card
"hello, My transfer stilll says pending Kind Regards",transfer
"good evening, I used the wrong account. Best Regards",transfer
"hi, Can I get a neww card? kind Regards",card
"Hello, Tell me how to setup a new PIN. Kind Regards",security
"good morning, Where are cards available to order? Kind Regards",card
"Hi, I think I was charged extra on my payment on last Saturday.  Maybe the exchange rate was wrong?  I'd like a refund. Thanks",card
"Good morning, What is the virtual card and how can i get one? kind Regards",card
"Hello, How can I hold and exchange fiat currencies? Thanks",others
"Good afternoon, How do I edit my personal details? Best Regards",security
"Good morning, How do I tell if my top up was reverted? Best Regards",others
"Good evening, How do II know when my card will expire? thanks",card
"hello, Willl I be sent a new card before mine expires? Thanks",card
"good evening, What types of top-up methods do you acceptt? thanks",cash
"Good evening, What is the most efficient way to activate my new cardd? best Regards",card
"Good morning, Do I have a card PIN? Kind Regards",card
"good afternoon, Could you please help me?  I made my rent payment and have double checked that I sent it to the right account.  The person receiving it says he has not received it but it shows complete on my side. best Regards",transfer
"Good afternoon, Do you know the process how to activate my card? Best Regards",card
"good afternoon, Can you tell me when the transfer will be completed? Thanks",transfer
"Good evening, Can I choose the day it's delivered? Best Regards",card
"Hello, What's a verification code? Kind Regards",others
"good evening, I'd like to provide my daughter with a card - could I get an additional card from my account to give her? kind Regards",card
"Good morning, Please assist me with activation. best Regards",card
"good morning, Hi, I draw out some moneyy from the ATM today. The ATM has given me wrong amount and the application is displaying more amount than i withdraw. thanks",cash
"hello, Am I chaarged if I maake aa top-up? best Regards",transfer
"Good evening, Why did the funds nott transfer to anotther recipient? best Regards",transfer
"Good morning, There are a couple payments with my cardd shown in the app that i really make myself. What's going on with this, maybe someone has access to my cardd?! kind Regards",card
"good morning, How do I activate my card, so thatt I can start using it? thanks",card
"Good evening, I attemptedd to get money in cash but it was refused! thanks",cash
"Hi, How are the exchange rates determined? Kind Regards",others
"Hello, The card II thought was lost was just in my jacket, so can II reactivate it since II found it this morning? best Regards",card
"Hi, Can my PIN bee changed in any cash machine? Thanks",security
"Good afternoon, There is a card payment I'm not familiar with. Kind Regards",card
"Hi, Why hasn't payment gone through yet? best Regards",card
"Hi, When can I expect my refund? thanks",others
"hi, How do i set up my credit card to send transfers? thanks",card
"Good afternoon, Can you help me transfer funds from another bank account to this account? Thanks",transfer
"good evening, I have not received my pin yet Kind Regards",card
"good morning, How can I get a virtual card for a one-time transaction? Best Regards",card
"hi, My Netflix subscription says that there is an issue with my card information, but I thought everything was fine. Why would it be declined? thanks",card
"Good afternoon, I just checked my account on the App and there is a payment on there that I did nott make. Thanks",card
"Hello, I need to freeze my card as soon as possible. I just checked my account and saw that there have been several payments that I don't recognize over the course of a few days. Can we investigate and get my money back? kind Regards",card
"hello, Why is there a fee for getting cash? Kind Regards",cash
"good evening, Can youu let me know why my cash withdrawal is still pending? Best Regards",cash
"hi, What card or currency can I use to pay? Kind Regards",card
"hello, I bought something and now I want a refund. kind Regards",others
"Good morning, I was doing a transfer and received a ""decline"" message. kind Regards",transfer
"Good afternoon, I did a transfer earlier but see that it failed to go through. kind Regards",transfer
"good evening, My card is not working. Kind Regards",card
"good morning, If I top up by transfer, am I going to be charged? Kind Regards",transfer
"Good evening, Iss there a way I can get my card expedited? Best Regards",card
"good morning, If there isn't a lot of money left, will it automatically top-up money? thanks",others
"Good afternoon, My transfer is stilll pending Kind Regards",transfer
"Good morning, How long will the transfer take? Kind Regards",transfer
"good afternoon, I entered my pin wrong  too many times. Kind Regards",security
"good evening, hello I have lost my phone and I'm worried someeone's going to steal money from mee Thanks",security
"Good afternoon, I want to gett a refund. Thanks",others
"Hello, I'm having issues with my card. You guys keep declining it for some reason. I haven't had any issues up until thiss point. What is going on? I've tried a handful of times with the same, unfortunate, result! Thanks",transfer
"hello, why would a merchant refuse a payment kind Regards",card
"Hello, I tried to get money out of the Notting Hill ATM earlier, but I wasn't able to get it to work. Is my card with issue? It's the first time I tried using it. thanks",cash
"good morning, I have been charged twice for thee same thing! Kind Regards",others
"good morning, If I aam in Chinaa, caan I still order aa new caard aand if so, how? best Regards",card
"Good afternoon, Problem verifying my account thanks",others
"hello, Does my top up and apple pay workk together? thanks",others
"Hello, Why  am I being told this  transfer will not  go thru Best Regards",others
"good morning, There is a 1£ charge that appears as pending on my statement. What is that? I haven't purchased anything for a pound there. Best Regards",others
"hello, What happens whenn my card expires? Best Regards",card
"hi, I was under the impression ATM cash withdrawals were free. Why was I suddenlyy charged for my most recent ATM transaction? Kind Regards",cash
"good morning, I bought something online and it says there was a fee to transfer money. Isn't that free? Best Regards",transfer
"good evening, What are the auto-top up policies? Kind Regards",others
"good afternoon, is there aa chaarge on withdraawaals? Best Regards",cash
"hello, Do I get to have one of those virtual cards I've heard about? Best Regards",card
"Good evening, I need to deposit money to my account best Regards",transfer
"Good morning, Cann I get a physical card for free, or is there a charge? thanks",card
"Hello, How long does a transfer from the US take? thanks",transfer
"Good morning, Did you lose my money? I had added funds through top-up not long ago and I know they were in my account, but they seem to have disappeared. What happened? kind Regards",others
"Hi, why did my payment revertt Thanks",card
"Hi, Where can I modify my detailss? Thanks",security
"Good evening, What formm of identification is accepted? kind Regards",others
"Hi, How do I depositt cash? Kind Regards",cash
"Good evening, Can you tell me howw to locate my PIN? thanks",card
"Good morning, I don't know what my passcode is, cann you help? thanks",security
"Hi, I am noticing that a refund of a large purchase still has not been credited to my account. I contacted the merchant a few days ago and he assured me that he would submit it right away. Is there a status update? best Regards",others
"hello, I've been charged an extra £1 and I don't knoww why Kind Regards",others
"Good morning, I need assistance withh understanding which fiat currencies that you support. best Regards",others
"Hello, I made a deposit in the ATM and it has not cleared thanks",cash
"Good morning, I wantt to top up by card Kind Regards",card
"Good afternoon, What is the process when my card is due to expire? thanks",card
"hello, what are the exchange rates for foreign currency ATMs Kind Regards",cash
"Good morning, Do youu have to be 18 to make an account? Kind Regards",others
"Hi, Whaat is the maaximum number of traansaactions I caan do with aa disposaable caard? kind Regards",card
"Good afternoon, What are the exchange rates you assign? Kind Regards",others
"Good evening, Transaction refund missing from my statement. Best Regards",others
"Hello, why is top upp pending thanks",others
"good evening, Why is it saying I have a pending payment? kind Regards",card
"hi, I'm interested in learning more about disposable virtual cards. Best Regards",card
"good evening, I really need some help to understand why my transfer keeps failingg. I'm trying to send money to a friend. Please help. best Regards",transfer
"Good morning, I want to cancel my card. I think someone else is using it. Thanks",card
"good morning, My balance is not right. It has not been updated for the cash or cheque deposit. kind Regards",cash
"Good afternoon, For the disposable cards, what are the restrictions? thanks",card
"good afternoon, Would you give me a mastercardd and visa? Best Regards",card
"Hello, Why did I only get $20 when I askedd for $100? Thanks",cash
"Good afternoon, I have not received my card and it's been a week, what doo I doo? kind Regards",card
"Hello, Why does my statement show an extra fee? thanks",others
"Good evening, Can my daughter make an account? Kind Regards",others
"Hello, My transfer failed, why did that happen? thanks",transfer
"Good afternoon, How do I open ann account for my children? Best Regards",others
"Hi, Can ii get payed through thiis system? Best Regards",others
"Good afternoon, My credit card did not go through. Can you see if it has insufficient funds? kind Regards",others
"good afternoon, I bought an item that I was charged a different exchange rate for. Best Regards",card
"hello, How do I go forthh with bank transfers for top up accounts? best Regards",transfer
"Good morning, I cannot remember myy passcode, is there a way to retrieve it? Kind Regards",security
"Hello, The exchange ratee used on your app is really bad. I'm considering closing my account because of it. thanks",card
"hi, Are purchases returnable for full refund? Kind Regards",others
"hi, Why didn't the ATM give me all my money best Regards",cash
"good evening, This card payment isn't is recognition. Best Regards",card
"Hello, I waannaa revert aa traansaaction i did this morning. Thanks",transfer
"Hello, How long does a transfer to another country normally take? I check over and over again and see that my transfer is still pending. It's 2018, nothing should take this long. I have confirmed my account information, so there is no error. What is the hold up? best Regards",transfer
"hi, Why hasn't my in country transfer gone through yet? I confirmed the account info a couple days agoo but the payment hasn't been posted yet. kind Regards",transfer
"Good afternoon, Am I the onlyy one who can top-up my account? Thanks",card
"Good evening, Hi - I have made a transaction to my new landlord but unfortunately it shows on my end but not on the landlord's end. The numbers are correct. Can you confirm when that will go through? best Regards",transfer
"Hi, Can you tell me how to tell where my funds come from? thanks",others
"Good morning, I still do not see the cash depositt in my account from last week. Why? thanks",cash
"hi, How do I get a PIN? Thanks",card
"good evening, ATM withdrawall not working. Thanks",cash
"good evening, The seller of the items I bought online the other day hasn't received the EU transfer yet. How long do these usually take? Thanks",transfer
"good evening, Hello I am unable to exchange the crypto currency through the app, i am very keen to buy. Please let me know the issue.    interested buying crypto currency but i am unable to purchase it through the application,i do want to do the exchange, Could you please let me know what is the problem? Thanks",others
"good evening, Why does is payment not going through? Did my account get frozen or some other issue I don't know about. What can I do to fix this problem? Kind Regards",card
"Hi, II am just waiting for the transaction to be completed. Best Regards",transfer
"good evening, The ATM did not give me as much cash as I requested. Kind Regards",cash
"hello, Why did the person II transferred money to not receive the correct amount? What should II do to get them the right amount, do II have to transfer more money to them? Thanks",transfer
"Good afternoon, can i top up from a usa credit card best Regards",card
"Hello, How longg does it take for pending transfer transactions to post? best Regards",transfer
"hi, Why is there an extra feee on a transfer? best Regards",transfer
"Good morning, What does the decline messagee mean Thanks",transfer
"hello, What about my children? thanks",others
"Good evening, Is there any way to cancel a recent transfer?  I didd not mean to make it and need to make sure it does not go through. Kind Regards",transfer
"good evening, Your service is bad.  Close my accountt. best Regards",security
"Good evening, Shoppingg on line I was declined when trying to buy something. Thanks",transfer
"Good evening, Where in the aapp do I link aa new caard? Thanks",card
"hello, The ATM did not give me my card back? Thanks",card
"hi, Are there any charges for receiving money? Thanks",transfer
"Hi, Why did my top up get pulled back out? Thanks",others
"hi, Could you tell me the fiat currencies that you work with? best Regards",others
"good evening, When traveling, is it possible for it to add money at specific time intervals? Thanks",others
"good morning, What is the status of my card's delivery? thanks",card
"Hello, The exchange ratee applied is wrong for my international purchase. best Regards",card
"Good morning, I am unaware of whatt my password is. Thanks",security
"hello, I can't use my virtual disposable card thanks",card
"good evening, My package is taking too long to arrive and I don't want it anymore. Can I get a refund? kind Regards",others
"Good morning, phone is at a hotel, can i still use app best Regards",security
"good afternoon, What do I need to do for a refund? kind Regards",others
"Good morning, Are theree steps to see where my funds come from? best Regards",others
"good evening, Do you accept cheques for topp ups? Best Regards",cash
"Good afternoon, I cant get money out of the ATMM with my card.  I just put my card in the ATMM but it will not allow me to take any money out.  What do I need to do to fix this? kind Regards",cash
"hi, How long is the deliveryy to the US? thanks",card
"Good afternoon, My statement has a payment that I do not recall making best Regards",card
"hello, I need more assistance with how to activate my card. Best Regards",card
"Hi, how do i cancel my account Thanks",security
"hello, I sent a payment to the wrong account number - can that transaction be reversed? I am worried about accidentally giving my money awayy. best Regards",transfer
"good morning, I ordered a virtual card but it hasn't come through yet Best Regards",card
"Hello, There are a couple of payments with my card shown in the app that in reality I didn't make. Maybe someone has accesss to my card?Can you check whats the issue ? Thanks",card
"good evening, How comee I can't put money in my top up account? Kind Regards",others
"good evening, Is there a limitt on auto top-up? thanks",others
"Hi, I transferred somee money but it hasn't arrived yet Best Regards",transfer
"Good morning, How can I add money to my account from another account I have? best Regards",transfer
"good morning, Which countries do youu currently support? Kind Regards",others
"hi, I was recently mugged andd would like to know if I have to have access to the app to use your services andd how I would go about setting up your services on a new device belonging to a current user? thanks",security
"good afternoon, How do II create a disposable virtual card? best Regards",card
"hello, Can you please tell me why my cash withdrawal is still pending? Thanks",cash
"Good morning, Can I reactivate a card? Best Regards",card
"hi, I want to use a payment card to topp up my account. How can I do this? best Regards",card
"hi, Could you please recommend what I should do if my card keeps getting declined?  I planned to top-up today but I am unable to get it to work.  I need a fast solution to this problem. Thanks",others
"good morning, Cann we skip verifying? kind Regards",others
"Good evening, How do I edit my details? thanks",security
"Good morning, I don't see a code anywhere on my top-up card? Where can I find it? I need to verify! thanks",others
"hi, I tried again to top up my card after doing it a couple days ago when it had worked. Now, it doesn't seem to be working. Can you tell me what the deal is here please? Kind Regards",others
"hi, Is there a fee when I get cash from an ATM? Is there a limit I can takee out? If there is a fee, what is it? thanks",cash
"good evening, app malfunctioning, does not know its me best Regards",others
"good morning, When do you charge fees on accounts? I just saw a charge on my statement. best Regards",card
"good morning, Is there a top-up limit that I have to stay under during a givenn period of time? thanks",others
"Good afternoon, Please verify my top-up card Thanks",others
"hello, Pending still showss on this transfer, why? best Regards",transfer
"Good evening, I have a question about feee for cash withdraw. Kind Regards",cash
"hi, How do I link the new card? kind Regards",card
"good afternoon, I see a direct debit that isn't mine? How can I gett my money back? best Regards",others
"Hello, why waas i chaarged aa fee to traansfer kind Regards",transfer
"Good afternoon, Can other people top up my account? Kind Regards",card
"Good evening, Will I be charged any fee for receiving money? kind Regards",transfer
"Good evening, How can II change my name in my profile? Best Regards",security
"good evening, I'm waiting for my transaction to complete. Thanks",transfer
"good evening, My card was used without my permissionn, what do I do? Best Regards",card
"Hello, II would like to order a virtual card. Best Regards",card
"good afternoon, I can still see money in my account afterr making a payment Best Regards",transfer
"Hi, Can II use SWIIFT transfers? thanks",transfer
"Good morning, How can I receive my salaryy with a different currency? thanks",others
"Good afternoon, I was attempting to top up with my card but the money has vanishedd! kind Regards",card
"good morning, I thought you guys offered free transfers. Why was I charged? Best Regards",transfer
"good afternoon, What are the policies of disposable cards? kind Regards",card
"Hello, What iss the wait time for delivery to the US? thanks",card
"hello, Card payment is still pendingg, why is that the case? Kind Regards",card
"good afternoon, I cant find my card. Kind Regards",card
"Hi, Which cards and currencies are supported? thanks",card
"Hello, Do you have a return policy? Best Regards",others
"good morning, My beneficiary didn't receive myy transfer Kind Regards",others
"Good morning, What are the restrictions on auto top-up? Thanks",others
"Good morning, Is there a fee associated withh using foreign exchange ATMs? best Regards",cash
"good afternoon, What iss thiss €1 charge? Best Regards",others
"Hi, Whyy couldn't I transfer to a beneficiairy? kind Regards",others
"Hi, What is the youngest age for an account? kind Regards",others
"Hello, Can I open up an account for my child? Best Regards",others
"Good afternoon, Please delete my account and personal information. kind Regards",security
"Hi, My password doesn't work. Best Regards",security
"hi, top up is still pending thanks",others
"good evening, Please tell mee how to verify my top up card. best Regards",others
"good afternoon, Hello, I noticed there is a payment from my cardd to a business that I am not familiar with. I definitely did not make this payment. Best Regards",card
"Good morning, I amm required to make several disposable cards every day. best Regards",card
"hello, So, my transfer is showing as pending, when will it actually go through? Kind Regards",transfer
"Good afternoon, I made a top up yesterday but it's still pending. Kind Regards",others
"Hi, Why can II not do a  transfer kind Regards",others
"good morning, My payment cardd was declined - could you tell me why? kind Regards",card
"Hi, Pleaase help!  The aapp won't let me caancel aa money traansfer.  I aaccidently sent money to aan aaccount thaat waasn't mine.  I need this caancelled immediaately. Thanks",transfer
"Good afternoon, Is my card accepted anywhere? best Regards",card
"hello, What should I do if someone stole my phone? Thanks",security
"Hi, The applied exchange ratee is wrong for the cash I got abroad. best Regards",cash
"good morning, Why was I not able to take cash from the ATM? best Regards",cash
"Good morning, I am still waiting for verification.  Can I use my account before I am verified? thanks",others
"good morning, II just saw some charges on my card from the past days that II dont recognize, II need to freeze the card asap! Will II be able to get my money back? Kind Regards",card
"good morning, Why didn't the money I transferred into my account get added to my balance? kind Regards",transfer
"hello, Why can't I see myy refund in myy statement? best Regards",others
"good evening, Why did withdrawing money cost me extra? thanks",cash
"good afternoon, Is it possible to get a refund for the item? Best Regards",others
"Good evening, Wheree is the PIN number found? Thanks",card
"Good afternoon, My friend wants to send me money, can she? Kind Regards",others
"hi, I don't know if I made this payment on my card. best Regards",card
"good afternoon, I would like to pay by cheque. Thanks",cash
"good evening, I want too add money too my card, what payments do you accept? Best Regards",card
"Good evening, Can someone assist me with updating my account details with changing my last name? thanks",security
"good afternoon, What should I do?  I topped off but the app reversed  it. kind Regards",others
"good evening, The exchange rate looks wrongg on a holiday purchase Thanks",card
"Hi, Am I able to Top Up with Apply Payy? kind Regards",others
"hello, Can I use a disposable virtual card for any purchase? best Regards",card
"good evening, Helpp me change my PIN. thanks",security
"hi, what is the age limit forr opening a new account kind Regards",others
"Hello, II don't think the charges made when II had currency exchanged are right. best Regards",card
"good afternoon, I topped-up my account, but I don't think it went through. Best Regards",others
"Hi, Where did my top-up go? II can't find it in my wallet best Regards",card
"Good evening, I wasn't able to use my card today when I went out for lunch. Wondering why that is? best Regards",card
"hello, What happens if the ATM doesn't give the right amount of money? thanks",cash
"good morning, Myy phone got stolen, how can I use the app? Best Regards",security
"good afternoon, While I was drunk, I goofed my PIN number and your machine ate my card. How can I get it back? thanks",security
"good evening, You charged me more than once for the same transaction! Best Regards",others
"good morning, My app shows a money withdrawal that I did not do. thanks",cash
"Hello, My card isn't workingg at all. What happened? best Regards",card
"good morning, The cash I wanted wasn't there. Kind Regards",cash
"good evening, I put money into my account in the form of a chequee, but my balance did not change. kind Regards",cash
"Good afternoon, I was charged and shouldn't have been charged when using my card! kind Regards",card
"Good afternoon, How do I start an exchange between GBP and AUD? Kind Regards",others
"Good afternoon, A transaction is showing moree than once. kind Regards",others
"Hello, Tell me what I should do after my card expires. thanks",card
"Good morning, Why are my purchases from this morning still pending? Thanks",card
"hello, It's been a week since you issued me a cardd and I still didn't get it. Should I keep waiting? thanks",card
"hi, Can I track history on funds? thanks",others
"Hello, I just checked and my payment was cancelled, why? Thanks",card
"hi, Is my PIN recorded anywhere? best Regards",card
"Good evening, Verify top-up card help? best Regards",others
"Hello, I sent payment with EU transfer and they still haven't received it. How long does it take? kind Regards",transfer
"good evening, This fee shouldn't be there after I paid with a card. best Regards",card
"Hello, I am looking too change my adress. Thanks",security
"Good evening, Can I order a second card? Best Regards",card
"Hi, Do yo charge a fee forr exchanging forreign currencies? Thanks",others
"good evening, I need to transfer some money to a friend who is in urgent need of some fast cash. How long will it take before she can use that money? thanks",transfer
"hello, Does Apple Watch support thee topping-off of my account? Best Regards",others
"Hi, How do I editt the personal details on my account? thanks",security
"hello, I am having a problem proving who I am Thanks",others
"Good evening, Why would my payment still show ass pending? kind Regards",card
"hi, Where can I deposit cash to top up? Best Regards",cash
"good afternoon, Needd to report a change of address. kind Regards",security
"hello, Where can II located the auto-top up option? Kind Regards",others
"Good morning, What do I do after my card expires? thanks",card
"good afternoon, I haven't received money from a transfer? Kind Regards",transfer
"good morning, What is the reason that my top-up is still pending? Best Regards",others
"hello, Hi I'm sending some money over to an investment bank I do business and the transaction is beingg rejected. I'm not sure why as I think I have the right details. Kind Regards",transfer
"good afternoon, Someone took my card without my permissionn. kind Regards",card
"good afternoon, Why hasn't my transaction arrived to my friend yet? Best Regards",transfer
"good afternoon, I could not get my card to work at a shop. thanks",card
"Hello, Canceling my order is what I need to doo right now. Thanks",others
"Hi, After my card expires what should II do? Thanks",card
"good afternoon, Where are the ATMs that accept this card? best Regards",others
"Hello, How do I receivee a disposable virtual card? Best Regards",card
"good afternoon, What should I do to top up using my Apple Watch? Best Regards",others
"hello, I was just contacted by a seller that let mee know they didn't get my money even though I'm very sure it was removed from my account. Now it's back in my account. Get this resolved quickly. thanks",card
"hi, Can I havee a card even if I am not living in the UK? best Regards",others
"good evening, What is the delivery time to the USS? Best Regards",card
"good afternoon, Why have I not gotten my new card? Thanks",card
"good morning, How long does it typically take to make a transfer from a UK bank? I just made one and it hasn't shown up in my account yet. Best Regards",transfer
"Hello, What happenedd to my cash deposit? thanks",cash
"good afternoon, I transferred money from the US, How longg does it take? Thanks",transfer
"good morning, II need to get a card, how do II do that? Thanks",card
"good morning, I'm still waiting for a money transfer to show. Best Regards",transfer
"Good afternoon, My contactless stoppedd working today for no good reason. It's not working no matter where I try to use it. Can you please help me fix it? kind Regards",others
"hello, I didn't get a PIN yet. What gives? Thanks",card
"hello, I think someone has hacked my card! Thanks",card
"Good evening, Since I need to exchange currencies frequently, would you be able to offer me a discount? kind Regards",others
"good evening, II did a money transfer to my account and it is not showing there. Kind Regards",transfer
"Hello, What is the timee frame for european transfers? kind Regards",transfer
"Hi, What factorss determine your exchange rate? kind Regards",others
"Good morning, I got some items this morning but the payment says pendingg kind Regards",card
"Hello, What's the process of changing from GBP to AUD? Kind Regards",others
"Good morning, Why is there aa fee for using my caard? Kind Regards",card
"hi, What currency is acceptable for a top up? best Regards",card
"Hi, I no longer want to transfer funds, cann we canncel that transaction? best Regards",transfer
"good evening, Why was I charged for a cash withdrawal at the ATM? Thanks",cash
"good morning, What do II do if II do not recognise a cash withdrawal? Best Regards",cash
"hi, I need to know wheree my funds come from. thanks",others
"good evening, I received my new card.  Where is it in the app? kind Regards",card
"good morning, What is the significance of verifying the top-up? best Regards",others
"good afternoon, Can topping up be automatic? best Regards",others
"Good morning, Why is the payment I made still pending? Best Regards",card
"Good evening, I do not see the card PIN anywhere? best Regards",card
"Hello, I have a fee showing from last timee I used my card. best Regards",card
"good afternoon, II still have not received an answer as to why II was charged $1.00 in a transaction? kind Regards",others
"hello, Why did my payment faill? kind Regards",card
"Hello, when does my balance update for a transfer kind Regards",transfer
"Good afternoon, What age do you have to be to open an accountt? Kind Regards",others
"good morning, I would like to exchange currency  What types are there? thanks",others
"Hi, I think I was charged double for something I bought - how long should I wait before reporting this? Best Regards",others
"hi, Can I make transfers before my identity verification? Thanks",others
"Hello, i need to trace a deposit Kind Regards",others
"good morning, How do I order a card? Best Regards",card
"Good morning, I am interested in giving a second card to my daughter, how can I make thiss happen? Best Regards",card
"hello, My card payment has been on pending forever. What is the problem? It should have gone through at some time by now. kind Regards",card
"good morning, Why hasn't my friend received thee transaction? Best Regards",transfer
"good evening, withdrawal pending meaningg? best Regards",cash
"hello, My card couldn't pay in a shop. best Regards",card
"Good morning, Whyy is there an identify check? Best Regards",others
"Hello, Do you charge if I use a European bank card for top upp? thanks",card
"Good morning, How do I re-order a damaged cardd? Best Regards",card
"Hello, I'm interested in what your exchange rates are based on. Best Regards",others
"hello, Can I gett money out of any machine? thanks",others
"hi, Why is this payment on my app Best Regards",card
"Hi, Am I able to use Apple Pay? Best Regards",others
"Hi, Can I get a card that works in other countries like Africa and Indonesia? Kind Regards",others
"good morning, Please tell me the limit to topping-up. Best Regards",others
"hello, How long will my transfer be pending? Best Regards",transfer
"hello, Will my GPB update my salary Thanks",others
"hi, I see a fee that I think was charged because I paidd by card. Best Regards",card
"good morning, I made a transaction, but I made it to an account I didn't mean to make it to. Kind Regards",transfer
"good morning, What would I be charged inn receivinng a SEPA transfer? best Regards",transfer
"Hi, What doo I doo if I forgot my PIN? Kind Regards",security
"Good morning, Is the closest ATM to me within 2 miles? Kind Regards",others
"Hello, The ATM iss messed up. It gave me less than I wanted. Kind Regards",cash
"Hi, why is a transferr to beneficiary not possible? Kind Regards",others
"Good evening, do you have a fee for receiving a SEPA transfer? Best Regards",transfer
"Hello, I do not need GBP, I need AUDD, how do I convert it? kind Regards",others
"hi, I needd to cancel my recent transfer quickly since I made a mistake. Please help before it goes through. best Regards",transfer
"Good afternoon, What is the daily limit on my card? Thanks",others
"Good afternoon, explain the interbank exchange ratee thanks",others
"Hello, I need to reverse a transaction kind Regards",transfer
"Hello, When will myy deposit post to myy account? thanks",cash
"good afternoon, I have one other credit card from the US. Do youu take that? Kind Regards",card
"Hello, How do II modify my details? Thanks",security
"good afternoon, I don't understand why there is an extra €1 fee in my statementt. thanks",others
"Good evening, I think the rate that was applied to my purchase using foreign currency is wrong. Help! kind Regards",card
"good evening, I didn't make this payment and it's on my appp thanks",card
"good morning, Are there charges for cash withdrawals? Kind Regards",cash
"good evening, From what countries can I use an accountt? Thanks",others
"Good afternoon, When my card expires soon, how fast is thee replacement card sent and what are thee costs? Thanks",card
"Good afternoon, Why cant I send money to a beneficiary? best Regards",others
"good afternoon, Some cash has been withdrawn but I didn't do it. best Regards",cash
"hi, I would like to have a Mastercard. thanks",card
"Good afternoon, What ID do I need to verify my identity? kind Regards",others
"Good afternoon, I want to close my account & I will never do business with you again. thanks",security
"Hi, Can I use my new card? Thanks",card
"hello, What information am I going to have to have in order to do a transfer with my card? Thanks",card
"Hello, The app rejected myy top up thanks",others
"Good morning, Why do I still have a pending cash withdrawal? best Regards",cash
"Good morning, I wanted to take outt $100 but I only got $20. thanks",cash
"hi, Why wasn't my card payment accepted? thanks",card
"Good evening, What do I do if I have been charged twicee? Thanks",others
"Good morning, are there any country restrictions? Kind Regards",others
"hi, What currencies can I hold? kind Regards",others
"Hi, I topped up my account but the app failed to process it. Best Regards",others
"Hi, For some reason, I'm unable too transfer funds. Kind Regards",others
"good evening, How did the extra charge on my card come in effect? kind Regards",card
"Good evening, Exchange rate on a purchase was incorrect thanks",card
"hello, Why wouldd my card payment get reverted? Best Regards",card
"hi, What is the pending payment on my card aboutt? kind Regards",card
"hello, I signed up, but don't have a PIN. Where can I find it? thanks",card
"hi, Do you acceptt SWIFT transfers? Thanks",transfer
"good afternoon, I am quite aggravated that I ordered online almost a month ago and I never got my package and I paid for it. I would really appreciate it if I could get a full refund back now. Kind Regards",others
"Good afternoon, Whyy is the cash transaction still showing as not completed? Thanks",cash
"good morning, I have ann unauthorized charge. best Regards",others
"Hi, II have been charged to much for the object II bought when abroad, the exchange rate seems to be wrong. Best Regards",card
"good evening, Why is it taking so long for my money to appear in my account? I have been waiting a week! Thanks",cash
"good evening, Myy ATM withdrawal was declined. Thanks",cash
"good evening, I need to verify my fundss. kind Regards",others
"good morning, What is the extra fee I was charged when using an ATM? best Regards",cash
"Good morning, What does the bank charge for lost or stolen card replacements? thanks",card
"Hello, Now that I have my card, how do I connect it to the appp? Best Regards",card
"Hi, Can i set up an auto top-up? Kind Regards",others
"Hi, Why is my card payment still a pending transaction? kind Regards",card
"Hi, Can you help me to quickly cancel a transaction I accidentally didd to the wrong account? thanks",transfer
"Good afternoon, I want to transferr some money from my other bank account into this one. Best Regards",transfer
"Good afternoon, There is a pending payment on my account, what does this mean? Thanks",card
"good afternoon, How long does a transfer from the UK account usually take? After completing the transfer it is not showing up. I need to know that everything I actually went okay. thanks",transfer
"hi, What are the steps to verifyy identity? Best Regards",others
"good afternoon, How old do you need to be to have an account? thanks",others
"hi, How long untill the card arrives? Thanks",card
"Good afternoon, Why have I not yet received my virtual card? thanks",card
